iter	MultiClass
490	0.0003525020921
491	0.000351759338
492	0.0003508766549
493	0.000350140761
494	0.0003494080562
495	0.0003485845394
496	0.0003477249123
497	0.000347152355
498	0.0003463627211
499	0.0003457070926
